,v1,v2
1614,0,sef dey laugh you. meanwhile how's darling anjie!
1615,0,mm food da
1616,0,"k, makes sense, btw carlos difficult guys gonna smoke go pick second batch get ga"
1617,0,u download fring app?
1618,0,2 oz guy kinda flaky one friend interested picking $ &lt;#&gt; worth tonight poss
1619,0,friends u stay fb chat
1620,0,"fuck babe, miss sooooo much !! wish sleep ... bed lonely ... go now, sleep ... dream you, love ..."
1621,0,"living simple.. loving also simple.. laughing simple.. winning tooo simple.. but, 'simple' difficult.. gud nte.:-"
1622,1,u secret admirer looking 2 make contact u-find r*reveal thinks ur special-call 09058094599
1623,0,"ah, well confuses things, doesnû÷t it?"
1624,1,500 free text msgs. text ok 80488 we'll credit account
1625,0,hi dear call urgnt. know whats problem. want work problem least tell me. wating reply.
1626,0,dear you. ok?
1627,1,"selected stay 1 250 top british hotels - nothing! holiday worth å£350! claim, call london 02072069400. bx 526, sw73ss"
1628,0,yes princess! want make happy...
1629,0,sounds like many talents! would like go dinner date next week?
1630,0,going film 2day da. 6pm. sorry da.
1631,0,watching movie already. xy wants 2 shop i'm shopping w now.
1632,0,hello little party animal! thought i'd buzz friends ...*grins*... reminding loved send naughty adoring kiss
1633,0,yesterday . going home.
1634,1,"eerie nokia tones 4u, rply tone title 8007 eg tone dracula 8007 titles: ghost, addamsfa, munsters, exorcist, twilight www.getzed.co.uk pobox36504w45wq 150p"
1635,0,"come life brought sun ..shiny me, warming heart. putting constant smile face ... making feel loved car"
1636,0,"shit, surprised, went spent evening french guy met town fooled around bit let fuck"
1637,1,"0a$networks allow companies bill sms, responsible \suppliers\"""
1638,0,great comedy..cant stop laughing da:)
1639,1,freemsg:feelin kinda lnly hope u like 2 keep company! jst got cam moby wanna c pic?txt reply date 82242 msg150p 2rcv hlp 08712317606 stop 82242
1640,0,"alright, we're set here, text man"
1641,0,"hi , you? we're they're keen go kind feel go tomo, mind you?"
1642,0,sleeping nt feeling wel
1643,0,u switch fone dammit!!
1644,0,india take lead:)
1645,0,i.ll post l8r. class
1646,0,thts wat wright brother fly..
1647,0,"evening * v good somewhat event laden. fill in, worry û_ head * ok throat * wrecked. see six then!"
1648,0,u laugh really loud.. u talk spontaneously.. u dont care others feel.. u probably dear &amp; best friends.. goodevening dear..:)
1649,0,laptop take you.
1650,0,dont file bag..i work called me.i 'll tell find anything room.
1651,0,wan early lei... outside wun b home early... neva mind then...
1652,1,"ur chance win å£250 cash every wk txt: action 80608. t's&c's www.movietrivia.tv custcare 08712405022, 1x150p/wk"
1653,0,bugis juz wat... i'm walking home oredi... ìï late reply... oso saw top dat like din buy... r ì_ now?
1654,0,"wishing family merry \x\"" mas happy new year advance.."""
1655,0,7 go ok na.
1656,0,yes posted couple pics fb. there's still snow outside too. i'm waking :)
1657,0,s:-)if one good partnership going take lead:)
1658,1,rgent! 2nd attempt contact u!u å£1250 call 09071512433 b4 050703 t&csbcm4235wc1n3xx. callcost 150ppm mobilesvary. maxå£7. 50
1659,0,"yeah, where's class at?"
1660,0,send you. bec temple na.
1661,0,"coming home class, right? need work shower!"
1662,1,hi ur lookin 4 saucy daytime fun wiv busty married woman free next week chat 2 sort time 09099726429 janinexx callså£1/minmobsmorelkpobox177hp51fl
1663,0,mostly like that.
1664,0,ìï v fan...
1665,0,dunno cos v late n reach inside already... ate spageddies lor... e gals r laughing lor...
1666,0,guess spent last night phasing fourth dimens
1667,0,dad gonna call gets work ask crazy questions.
1668,0,"yes..but said it.,"
1669,0,hurting n meaningful lines ever: \i compromised everything lov
1670,0,lmao!nice 1
1671,0,glad see reply.
1672,1,urgent! trying contact u. todays draw shows å£800 prize guaranteed. call 09050001295 land line. claim a21. valid 12hr
1673,1,monthly password wap. mobsi.com 391784. use wap phone pc.
1674,0,nah dub je still buff
1675,0,painful words- \i thought happy toughest thing earth...
1676,0,"yeah, that's fine! å£6 get in, ok?"
1677,0,lol u come ideas?
1678,0,"many people seems special first sight, remain special till last sight.. maintain till life ends.. sh!ja"
1679,0,"today \song dedicated day..\"" song u dedicate me? send ur valuable frnds first rply me..."""
1680,0,okay... wait ah
1681,0,lei?
1682,0,hi babe u r likely bed im sorry tonight! really wanna see u tomorrow call 9. love xxx
1683,0,already squatting new way walk
1684,0,want bold 2 bb torch
1685,0,cramps stopped. going back sleep
1686,1,todays vodafone numbers ending 0089(my last four digits) selected received å£350 award. number matches please call 09063442151 claim å£350 award
1687,1,free top ringtone -sub weekly ringtone-get 1st week free-send subpoly 81618-?3 per week-stop sms-08718727870
1688,0,nan sonathaya soladha. boss?
1689,0,bring tat cd forget
1690,1,sunshine quiz wkly q! win top sony dvd player u know country algarve in? txt ansr 82277. å£1.50 sp:tyron
1691,0,know i'm raping dudes pok
1692,0,weightloss! girl friends. make loads money ebay something. give thanks god.
1693,0,gr8 see message. r u leaving? congrats dear. school wat r ur plans.
1694,0,ìï eatin later i'm eatin wif frens lei... ìï going home first?
1695,0,finish already... yar keep saying mushy... embarrassed ok...
1696,0,"sorry man, stash ran dry last night can't pick sunday"
1697,0,hai priya right. doctor said pa. you.
1698,1,"free msg. sorry, service ordered 81303 could delivered sufficient credit. please top receive service."
1699,0,ok...
1700,0,please ask mummy call fath
1701,0,come room cannot come house cos house still messy... haha...
1702,0,lost 10 kilos today!
1703,0,taste fish curry :-p
1704,0,do? might accidant tookplace somewhere ghodbandar rd. traffic moves slovely. plz slip &amp; worry.
1705,0,yun ah.now ì_ wkg where?btw ì_ go nus sc. ìï wana specialise wad?
1706,0,yes! one woman man! please tell likes dislikes bed...
1707,0,test earlier. appreciate you. call tomorrow.
1708,0,"how's loverboy ? keeps coming queen, hmmm ? ache speak ? miss desparately ?"
1709,0,u meet fren dun wan meet ah... muz b guy rite...
1710,0,"(no promises though, even gotten dinner yet)"
1711,0,got back! dislikes bed?
1712,0,turns stereo love mi phone unknown album.
1713,1,hard live 121 chat 60p/min. choose girl connect live. call 09094646899 now! cheap chat uk's biggest live service. vu bcm1896wc1n3xx
1714,0,yeah se
1715,0,asking u knw nt? may ur frnds classmates?
1716,0,"sorry earlier. putting fires.are around talk 9? actually life, lol!"
1717,1,wow! boys r back. take 2007 uk tour. win vip tickets & pre-book vip club. txt club 81303. trackmarque ltd info@vipclub4u.
1718,0,"missionary hook up, doggy hook up, standing...|"
1719,0,u better go sleep.. dun disturb u liao.. u wake msg lor..
1720,0,"fighting world easy, u either win lose bt fightng some1 close u dificult u lose - u lose u win - u still lose."
1721,0,watching house ûò entertaining ûò getting whole hugh laurie thing ûò even stick ûò indeed especially stick.
1722,0,thought praps meant another one. goodo! i'll look tomorrow
1723,0,"hi jon, pete here, ive bin 2 spain recently & hav sum dinero left, bill said u ur åôrents mayb interested it, hav 12,000pes, around å£48, tb, james."
1724,0,bold 2 &lt;#&gt; .
1725,0,know is. shall speak &lt;#&gt; minut
1726,0,"\alrite hunny!wot u 2 2nite? didnt end goin town jus da pub instead! jus chillin da mo bedroom!love jen xxx.\"""""
1727,0,went project centr
1728,0,per request 'maangalyam (alaipayuthe)' set callertune callers. press *9 copy friends callertun
1729,0,lol yeah point guess
1730,0,project w frens lor.
1731,0,lol. well quality aint bad aint complain
1732,0,"k, happen tonight?"
1733,1,"hi, mandy sullivan calling hotmix fm...you chosen receive å£5000.00 easter prize draw.....please telephone 09041940223 claim 29/03/05 prize transferred someone else...."
1734,0,"think we're going finn's now, com"
1735,0,tired speci
1736,0,come tomorrow di
1737,0,cant pick phone right now. pls send messag
1738,0,k go sleep well. take rest:-).
1739,0,u guys never invite anywhere :(
1740,1,ur going 2 bahamas! callfreefone 08081560665 speak live operator claim either bahamas cruise ofå£2000 cash 18+only. opt txt x 07786200117
1741,0,that! want please inside outside bedroom...
1742,0,"\ey! calm downon theacusations.. itxt u cos iwana know wotu r doin thew/end... haventcn u ages..ring ur up4 nething sat.love j xxx.\"""""
1743,0,love wine dine lady!
1744,1,someone conacted dating service entered phone fancy you!to find call landline 09111030116. pobox12n146tf15
1745,0,"iåõm cool ta luv v.tired 2 cause doin loads planning wk, got social services inspection nursery! take care & spk sn x."
1746,0,know account details..i ask mom send you.my mom reach now.
1747,0,think u wrong number.
1748,0,feel always happy.. slowly becomes habit &amp; finally becomes part life.. follow it.. happy morning &amp; happy day:)
1749,0,b late love mum
1750,0,got it..mail panren paru..
1751,0,* thinking chuckin ur red green n black trainners 2 save carryin bac train
1752,0,give one miss number pleas
1753,0,jus came back fr lunch wif sis only. u leh?
1754,0,schedule next week? town weekend.
1755,0,really good:)dhanush rocks again:)
1756,0,lmao ok wont needing u hair anymore.
1757,0,"miss ya, need ya, want ya, love ya."
1758,0,sorry i'm free...
1759,0,u ever get song stuck head reason go away til u listen like 5 times?
1760,0,nt yet chikku..simple habba..hw abt u?
1761,0,"got ur mail dileep.thank muchand look forward lots support...very less contacts here,remember one venugopal mentioned.tomorrow late,i shall try come till there.goodnight dear."
1762,0,sometimes heart remembrs someone much... forgets someone soon... bcoz heart like everyone. liked ones remembered everytime... bslvyl
1763,0,joy's father john. john name joy's father. mandan
1764,1,hi 07734396839 ibh customer loyalty offer: new nokia6600 mobile å£10 txtauction!txt word:start no:81151 & get now!4t&
1765,0,hi yijue... regarding 3230 textbook intro algorithms second edition... i'm selling $50...
1766,1,sms auction nokia 7250i. get win free auction. take part send nokia 86021 now. hg/suite342/2lands row/w1jhl 16+
1767,0,"k, want us come now?"
1768,0,how. little difficult simple way enter plac
1769,0,ha... us e thing. got tv 2 watch. u thk 2 go tonight u already haf smth mind...
1770,0,dont show yourself. far. put new pictures facebook.
1771,0,watching tv now. got new job :)
1772,0,"good afternoon sexy buns! goes job search ? wake first thought always, love. wish fine happy know adore you!"
1773,0,"i'm coming over, whatever w"
1774,0,"ok chikku, 1 favourite song..:-)"
1775,0,u see posted facebook?
1776,1,call freephone 0800 542 0578 now!
1777,1,buy space invaders 4 chance 2 win orig arcade game console. press 0 games arcade (std wap charge) see o2.co.uk/games 4 terms + settings. purchas
1778,0,"7 wonders world 7th 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms 1st \ur lovely friendship\""... good morning dear"""
1779,1,"loan purpose å£500 - å£75,000. homeowners + tenants welcome. previously refused? still help. call free 0800 1956669 text back 'help'"
1780,1,big brother alert! computer selected u 10k cash #150 voucher. call 09064018838. ntt po box cro1327 18+ bt landline cost 150ppm mobiles vari
1781,0,";-( oh well, c u lat"
1782,0,uncles atlanta. wish guys great semester.
1783,0,dear free messages without recharge. hi hi hi
1784,0,"dont search love, let love find u. thats called falling love, bcoz u dont force yourself, u fall u know smeone hold u... bslvyl"
1785,0,dun believe u. thk u told him.
1786,0,"know god created gap fingers..? that, one made comes &amp; fills gaps holding hand love..!"
1787,0,yes:)sura sun tv.:)lol.
1788,0,arun u transfr amt
1789,0,takin shower yeah i'll leave i'm don
1790,0,working eyes philosophy text u later bit free chat...
1791,0,u havenåõt lost ill always b 4u.i didnåõt intend 2 hurt u never knew u felt iwas+marine&thatåõs itried2tell urmom.i careabout u
1792,1,"win: winner! mr. t. foley ipod! exciting prizes soon, keep eye ur mobile visit www.win-82050.co.uk"
1793,0,bad girl. still rememb
1794,0,much gave you. morning.
1795,0,"hope alright babe? worry might felt bit desparate learned job fake ? waiting come back, lov"
1796,0,"hey, tell blake's address? carlos wanted meet got lost he's answering phon"
1797,0,get opinion something first?
1798,0,one week leave put know time. why.
1799,0,"hit off, move :)"
1800,0,excellent. spent &lt;#&gt; years air force. iraq afghanistan. stable honest. like traveling?
1801,0,wanna watch movi
1802,0,ok lor thanx... ìï school?
1803,0,i'm class. get text.
1804,0,bus leaves &lt;#&gt;
1805,0,god bless.get good sleep dear...i pray!
1806,1,todays voda numbers ending 1225 selected receive å£50award. match please call 08712300220 quoting claim code 3100 standard rates app
1807,0,nice day today. love dearly.
1808,0,aiyo bit pai seh ì_ noe... scared dun rem die... hee... become better lookin oredi leh...
1809,0,"aight, i'll ask roomm"
1810,0,"now, whats house # ? beer ?"
1811,0,ì_ wan 2 meet n combine parts? how's da rest da project going?
1812,0,"\getting tickets 4 walsall tue 6 th march. mate getting sat. ill pay treat. want 2 go. txt bak .terry\"""""
1813,0,yes chatting too.
1814,0,hi jess dont know work call u im home eve. xxx
1815,0,sian... aft meeting supervisor got work 2 liao... u working now?
1816,0,going write ccna exam week??
1817,0,well watch shrek 3d!!b)
1818,0,much dirty fellow?
1819,0,dunno dat's wat told me. ok lor...
1820,0,i'll probably tomorrow (or even later tonight something's going on)
1821,0,say dying man feel sad go wanted know would probably gone late night
1822,0,thinking lifting one no.
1823,0,u... dun wan... u dun like already ah... wat u now? still eating?
1824,0,sent ur email id soon
1825,0,wat makes people dearer de happiness dat u feel u meet de pain u feel u miss dem!!!
1826,0,"dude. what's up. teresa. hope okay. didnt hear people, called received package since dec &lt;#&gt; . thot you'ld like know. fantastic year best reading. plus really really bam first aid usmle, work done."
